Artist,Album / Compilation,Slot-Nummer (neu),Cluster / Notizen,Discogslink,,Cover Art URL,Tracklist,CD Notes
The Wedding Present,Seamonsters,52,Genre: Indie / Psych / Rock,https://www.discogs.com/release/367196-Theweddingpresent-Seamonsters,,https://i.discogs.com/DsxpQpShifFw5gN7gT8FNUytjHUAKhY14-cjQBVf7Bg/rs:fit/g:sm/q:90/h:597/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM2NzE5/Ni0xMjQxMzc4MjAw/LmpwZWc.jpeg,"01 Dalliance (4:24)
02 Dare (3:43)
03 Suck (3:57)
04 Blonde (5:06)
05 Rotterdam (3:14)
06 Lovenest (5:11)
07 Corduroy (3:29)
08 Carolyn (3:36)
09 Heather (3:31)
10 Octopussy (6:17)",
Working for a Nuclear Free City,Working for a Nuclear Free City,53,Genre: Indie / Psych / Rock,https://www.discogs.com/release/818029-Working-For-A-Nuclear-Free-City-Working-For-A-Nuclear-Free-City,,https://i.discogs.com/Gqwm13R4Xqoy-9MS1G1RpyqSDVJiPH03TwGltiQ9Wgc/rs:fit/g:sm/q:90/h:534/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTgxODAy/OS0xNDkyMDAwMTM4/LTM3MzEuanBlZw.jpeg,"01 The 224th Day
02 Troubled Son
03 Dead Fingers Talking
04 Pixelated Birds
05 Quiet Place
06 The Tape
07 England
08 Over
09 So
10 Innocence
11 Home
12 Fallout
13 Forever
14 The Tree",
A Mountain of One,Collected Works,54,Genre: Chill / Downbeat /Trip-Hop,https://www.discogs.com/release/1256306-A-Mountain-Of-One-Collected-Works,,https://i.discogs.com/POvLyr-al72Ct65JxUBgDXOLVKGLGi15TrB3LIwvrz8/rs:fit/g:sm/q:90/h:589/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyNTYz/MDYtMTQ4MzQ0MjQx/Ni00Njk0LmpwZWc.jpeg,"01 Ride (6:45)
02 Warping Of The Clock (4:43)
03 Freefall (6:13)
04 Can't Be Serious (4:23)
05 Our Eyes (3:33)
06 Innocent Line (6:05)
07 Innocent Reprise (6:36)
08 Your Love Over Gold (6:38)
09 People Without Love (7:29)
10 Arc Of Abraham (7:11)
11 Here Goes Nothing (3:33)
12 Brown Piano (8:17)",
Omara Portuondo,Omara Portuondo,55,Genre: Brazil / Latin,https://www.discogs.com/release/418488-Omara-Portuondo-Omara-Portuondo,,https://i.discogs.com/lD3VxbCO51ICfJVr8inMFE1lhCoesnDrGXisGyaUUIY/rs:fit/g:sm/q:90/h:535/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQxODQ4/OC0xMzExNDUyODI5/LmpwZWc.jpeg,"01 La Sitiera
02 He Perdido Contigo
03 ¿Dónde Estabas Tú?
04 Mariposita De Primavera
05 Canta Lo Sentimental
06 Ella Y Yo
07 No Me Vayas A Engañar
08 No Me Llores Más
09 Veinte Años
10 El Hombre Que Yo Amé (The Man I Love)
11 Siempre En Mi Corazón",
Astrud Gilberto,Look to the Rainbow,56,Genre: Brazil / Latin,https://www.discogs.com/release/8063218-Astrud-Gilberto-Look-To-The-Rainbow,,https://i.discogs.com/s16ZNQag0Kz40WjRyO1R1Re9ZFUoLGY7iXScbviigUo/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTgwNjMy/MTgtMTc1NDc0MjU2/NS0xNzg4LmpwZWc.jpeg,"01 Berimbau (2:23)
02 Once Upon A Summertime (3:02)
03 Felicidade (2:44)
04 I Will Wait For You (4:38)
05 Frevo (2:21)
06 Maria Quiet (Maria Moite) (1:52)
07 Look To The Rainbow (3:26)
08 Bim Bom (1:49)
09 Lugar Bonita (Pretty Place) (3:16)
10 El Preciso Aprender A Ser So (Learn To Live Alone) (3:20)
11 She's A Carioca (2:26)
12 A Certain Smile (1:26)
13 A Certain Sadness (3:07)
14 Nega Do Cabelo Duro (2:17)
15 So Nice (Summer Samba) (2:35)
16 Voce Ja Foi A Bahia (2:14)
17 Portuguese Washerwoman (1:30)",
Various Artists,Secret Love 2,57,Genre: Chill / Downbeat /Trip-Hop,https://www.discogs.com/release/561703-Jazzanova-Resoul-Secret-Love-2,,https://i.discogs.com/1BblYb1pi-bCRTtXAvii1099YAj-fcgN_XEgmXdogUs/rs:fit/g:sm/q:90/h:541/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU2MTcw/My0xNjAxMTI4NzM3/LTExOTYuanBlZw.jpeg,"01 Chungking - Making Music (4 Hero Remix) (5:07)
02 Freeform Five - Slow (4:02)
03 Roger Robinson - Dream Keepa (3:03)
04 Psapp - Tiger, My Friend (3:15)
05 Brooks - Tell Somebody About Us (Akufen Raconte Sa Version De Faits) (5:34)
06 G-Litter - Seoul '88 (3:59)
07 1Luv - The Answer (3:40)
08 Thief - Home (4:20)
09 Fleck Fumie - From The Morning (3:50)
10 Tunng - Tale From Black (5:31)
11 Fat Freddy's Drop - Del Fuego (5:24)
12 März - The River (5:14)
13 Daft Punk - Make Love (4:54)",
Various Artists,Secret Love 4,58,Genre: Chill / Downbeat /Trip-Hop,https://www.discogs.com/release/7328473-Various-Secret-Love-4-One-Is-Not-Like-The-Other,,https://i.discogs.com/XhZilca0xQlg54sBLT4z0LpodOk7S5vcXfsBu5o7jmc/rs:fit/g:sm/q:90/h:300/w:300/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTczMjg0/NzMtMTQ5Mjk1ODI5/MC02MTY0LmpwZWc.jpeg,"01 The Lawries - Sailboats (3:40)
02 Midlake - Roscoe (Beyond The Wizards Sleeve Mix) (6:51)
03 Clara Hill - About You (4:12)
04 Andrew Bird - Imitosis (4:00)
05 Breaks Co-Op - Duet (4:43)
06 Roebeck - Atlantic (5:32)
07 A Race Of Angels - Africa Displaced (4:07)
08 Findlay Brown - Losing The Will To Survive (Beyond The Wizards Sleeve Reanimation) (6:39)
09 Choir Of Young Believers - Riot (4:42)
10 Thief - Down Down (4:21)
11 Little Dragon - Twice (3:08)
12 Kalabrese - Hide (4:31)
13 Nostalgia 77 - Little Steps (4:58)
14 Jamie Woon - Wayfaring Stranger (5:17)
15 Eva Be feat. Pegah Ferydoni - She Walks Alone (Secret Lover Remix) (3:24)
16 Paul Weller - The Loved (3:15)",
Various Artists,Secret Love 5,59,Genre: Chill / Downbeat /Trip-Hop,https://www.discogs.com/release/1460485-Various-Secret-Love-5,,https://i.discogs.com/OwWqBR0zGqSYEqiYWws1ZUXYy740GMf-YfQxc-mWR14/rs:fit/g:sm/q:90/h:350/w:350/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0NjA0/ODUtMTI2NDkzODI5/My5qcGVn.jpeg,"01 Nikolaj Grandjean - The First Picture (2:06)
02 Choir Of Young Believers - Things I Stole (Evil Death Machine Cover) (4:34)
03 Brent Cash - This Sea, These Waves (4:07)
04 Quiet Village - Broken Promises (5:46)
05 Recloose - Deeper Waters (Eva Be's Secret Lover Remix) (3:33)
06 Pop Levi - Love You Straight (Astral Version) (3:19)
07 Crowdpleaser & Ly Sander - Walking Home (Lexx' 7"" Version) (3:12)
08 Boom Clap Bachelors - Combiner (5:45)
09 Savath & Savalas - Estrellas De Dos Caras (4:31)
10 Lars Bartkuhn - Harmony Of The Spheres (5:51)
11 Woolfy vs. Projections - Absynth (5:58)
12 The Rubies feat. Feist - I Feel Electric (Tiedeye Remix) (8:43)
13 Thief - Down, Down (Owusu Remix) (4:22)
14 Clutchy Hopkins - Song For Wolfie (4:36)
15 Stee Downes - Destruction Of Ourselves (5:23)",
Jazzanova,Broad Casting...,60,Genre: Chill / Downbeat /Trip-Hop,https://www.discogs.com/release/738841-Jazzanova-Broad-Casting,,https://i.discogs.com/-sf_ZRKbpftf2IVTDP_C6KEuyBszZ2l_sjXyw9sGoe0/rs:fit/g:sm/q:90/h:539/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTczODg0/MS0xMjEwMDE0NjE1/LmpwZWc.jpeg,"01 Wahoo - Candlelight (4:14)
02 The Slapped Eyeballers - Or At Least (3:34)
03 Soulphiction - Intermission (0:12)
04 Âme - Excelsior (6:21)
05 Fat Freddys Drop - Flashback (Jazzanova's Mashed Bag Mix) (3:32)
06 Leroy & Darnell - Skitsophrenic Pt. 2 (0:36)
07 Capitol A - In The (Re)Mix (Starship Interpretation) (4:12)
08 Norman Weeks & The Revelations - I Just Wanna Sing For You (2:55)
09 Eva Be - No Memory Of Time (Reggae Version) (5:38)
10 Studio R - Clapz (Trickski Remix) (5:42)
11 Slope - Ain't Nothing Like This Feeling (Charles Webster's 115 BPM Mix) (3:42)
12 Jazzanova - Boom Clicky Boom Klack (Mr. Scruff's Vocal Mix) (5:00)
13 Clara Hill Meets Atjazz - Nowhere (I Can Go) (Atjazz' Astro Black Mix) (5:16)
14 Agora Rhythm - My Vision (Dixon Edit) (7:33)
15 Clyde & Capitol A - Serve It Up (Starship Mix) (3:50)
16 Pharoah Roche - Sun Of A Beach (London Mix) (6:00)
17 Jaslopski - Beatzeps (4:56)
18 Arken - Step Off (4:09)
20 Nicola Kramer - So Long (4:06)
21 Jazzanova / Outlines - Just A Lil' Lovin' (Just A Lil' Outro)",
The Whitest Boy Alive,Dreams,61,Genre: Indie / Psych / Rock,https://www.discogs.com/release/6509088-The-Whitest-Boy-Alive-Dreams,,https://i.discogs.com/5ixH87W99HlRdQMgn96Z1bFo-tX7Oa5F5vPvOO1qtVo/rs:fit/g:sm/q:90/h:300/w:300/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTY1MDkw/ODgtMTQyMDg5NTUy/MC05NjM5LmpwZWc.jpeg,"01 Burning (3:11)
02 Golden Cage (4:02)
03 Fireworks (3:12)
04 Done With You (5:24)
05 Don't Give Up (5:55)
06 Above You (3:14)
07 Inflation (3:49)
08 Figures (3:57)
09 Borders (5:30)
10 All Ears (3:19)",
Little Dragon,Machine Dreams,62,Genre: Indie / Psych / Rock,https://www.discogs.com/release/1890282-Little-Dragon-Machine-Dreams,,https://i.discogs.com/Fp0yqK_aj1-OX9EsyOaWWDDCzXgW4SdjwOaZLwqjqtw/rs:fit/g:sm/q:90/h:538/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE4OTAy/ODItMTY2ODg1ODgy/NC02MzMwLmpwZWc.jpeg,"01 A New (4:02)
02 Looking Glass (4:55)
03 My Step (3:27)
04 Feather (4:54)
05 Thunder Love (3:55)
06 Never Never (3:37)
07 Runabout (4:23)
08 Swimming (3:39)
09 Blinking Pigs (3:40)
10 Come Home (4:13)
11 Fortune (3:12)",
Thievery Corporation,The Mirror Conspiracy,63,Genre: Chill / Downbeat /Trip-Hop,https://www.discogs.com/release/3477-Thievery-Corporation-The-Mirror-Conspiracy,,https://i.discogs.com/-Jv74cYAqqtXrkc-uyUi09phrpIB9ZfNwY9SiXqX3LA/rs:fit/g:sm/q:90/h:532/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM0Nzct/MTQ0ODE1MjQzMC05/MzcyLmpwZWc.jpeg,"01 Treasures (2:22)
02 Le Monde (3:09)
03 Indra (5:20)
04 Lebanese Blonde (4:46)
05 Focus On Sight (3:45)
06 Air Batucada (4:44)
07 So Com Voce (2:45)
08 Samba Tranquille (3:04)
09 Shadows Of Ourselves (3:35)
10 The Hong Kong Triad (2:59)
11 Illumination (4:36)
12 The Mirror Conspiracy (3:43)
13 Tomorrow (3:41)",
Goldfrapp,Seventh Tree,64,Genre: Chill / Downbeat /Trip-Hop,https://www.discogs.com/release/1253328-Goldfrapp-Seventh-Tree,,https://i.discogs.com/FKS0FhpLHtDmp9sKuL7Ik2CAWYAehdMZwG1MvKcn0hQ/rs:fit/g:sm/q:90/h:594/w:596/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyNTMz/MjgtMTIwNDI0MjM0/MC5qcGVn.jpeg,"01 Clowns (4:08)
02 Little Bird (4:25)
03 Happiness (4:17)
04 Road To Somewhere (3:52)
05 Eat Yourself (4:06)
06 Some People (4:40)
07 A&E (3:18)
08 Cologne Cerrone Houdini (4:26)
09 Caravan Girl (4:05)
10 Monster Love (4:23)",
Fat Freddy's Drop,Based on a True Story,65,Genre: Chill / Downbeat /Trip-Hop,https://www.discogs.com/release/504335-Fat-Freddys-Drop-Based-On-A-True-Story,,https://i.discogs.com/YWqL_LjC1jFLA18Mnta9W1oE9lrYA4IDFd1IctWK7hM/rs:fit/g:sm/q:90/h:536/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTUwNDMz/NS0xMzQyMjA0Mjcy/LTE0OTEuanBlZw.jpeg,"01 Ernie (7:17)
02 Cay's Crays (7:07)
03 This Room (5:00)
04 Ray Ray (7:38)
05 Dark Days (6:40)
06 Flashback (6:30)
07 Roady (7:10)
08 Wandering Eye (9:49)
09 Del Fuego (5:24)
10 Hope (7:19)",
Low Motion Disco,Keep It Slow,66,Genre: Chill / Downbeat /Trip-Hop,https://www.discogs.com/release/1200838-Low-Motion-Disco-Keep-It-Slow,,https://i.discogs.com/Dh_-EXcxTyHtpP_3eJnl4QyUpZY727xZbik0xrIi3k4/rs:fit/g:sm/q:90/h:400/w:384/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyMDA4/MzgtMTIwMDMwMjMy/My5qcGVn.jpeg,"01 Intro (0:38)
02 Born On The Low Side (4:31)
03 Things Are Gonna Get Easier (6:16)
04 Talk Low When In Space (6:13)
05 Love Knows Low (3:46)
06 Frantic Low Moment (5:09)
07 Love Love Love (6:04)
08 The Low Murderer Is Out At Night (7:00)
09 Low Italian Déssert (Try It Out) (4:58)
10 East Mountain Low (4:46)
11 People Come In Slowly (8:50)
12 At Last I Am Low (7:10)
13 Keep It Low (2:09)",
Tosca,Fuck Dub,67,Genre: Chill / Downbeat /Trip-Hop,https://www.discogs.com/release/29102-Tosca-Fuck-Dub,,https://i.discogs.com/ZLpoSOCgtPrpIS6xEXU5srsAF8EvDRtVvCrEOt5qfuQ/rs:fit/g:sm/q:90/h:538/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI5MTAy/LTE1Nzg5NjM4NDEt/MjkxMS5qcGVn.jpeg,"01 Fucked Up Intro (0:30)
02 Fuck Dub (Shantel Mix) (6:16)
03 Worksong (Uptight Mix) (3:24)
04 Fuck Dub (Baby Mammoth Mix Nr. 1) (4:56)
05 Fuck Dub (Haaksman Mix) (4:59)
06 Fuck Dub (Fila Brazillia Mix) (3:23)
07 Fuck Dub (Fauna Flash ""The Night Before The Morning After"" Mix) (5:42)
08 Fuck Dub (Baby Mammoth Mix Nr. 2) (4:41)
09 Fuck Dub (Fuck Electro Beanfield Mix) (6:57)
10 Fucked Up Voices (0:24)
11 Fuck Dub (Baby Mammoth Mix Nr. 3) (6:02)
12 Worksong (Rue D'Irlande Mix) (3:28)
13 Fuck Dub (Gambusa Mix) (2:16)
14 Fuck Dub (Pulsinger / Tunakan Mix) (4:40)
15 Fuck Dub (Auinger Mix) (4:15)",
Various Artists,G-Stone Master Series №1 Peter Kruder Private Collection,68,Genre: Chill / Downbeat /Trip-Hop,https://www.discogs.com/release/3024238-Various-G-Stone-Master-Series-1-Peter-Kruder-Private-Collection,,https://i.discogs.com/y9SE7vK1dfdCnN73Nk0qL4NhJ9YAp349h7Q3n59sf1M/rs:fit/g:sm/q:90/h:592/w:588/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMwMjQy/MzgtMTMxMjIyNTQ0/OS5qcGVn.jpeg,"01 Talk Talk - The Rainbow (7:59)
02 Tortoise - On the Chin (5:06)
03 The Observatory - Waste Your Life (0:44)
04 Milt Jackson with the Ray Brown Big Band - Enchanted Lady (5:05)
05 Pierre Moerlen's Gong - Adrien (3:31)
06 Charles Webster - Sweet Butterfly (5:23)
07 Tom Waits - Clap Hands (3:43)
08 Jan Hammer - Darkness / Earth in Search of a Sun (4:26)
09 Peace Orchestra - Consequences (Private Edit) (6:08)
10 Kruder & Dorfmeister - Sleazy Rider (6:15)
11 Stargard - Three Girls (3:59)
12 Craig Armstrong - In My Own Words (2:33)
13 Japan - Ghosts (4:21)
14 Bernard Herrmann - The Days Do Not End (4:00)
15 Jon Brion - Here We Go (4:40)
16 Château Flight - Superflight (6:18)
17 Rokia Traoré - Mariama (5:35)",
Various Artists,Protected Massive Samples,69,Genre: Mixed Compilation,https://www.discogs.com/release/5017307-Various-Protected-Massive-Samples,,https://i.discogs.com/WauSsT85ug8q_edWzw4zgefgP074nr1teObOGECx9jk/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTUwMTcz/MDctMTM4MjIzOTYz/NC02MDM2LmpwZWc.jpeg,"01 Wally Badarou - Mambo
02 Lowrell - Mellow Mellow
03 William DeVaughn - Be Thankful For What You've Got
04 Al Green - I'm Glad You're Mine
05 James Brown - Never Can Say Goodbye
06 Isaac Hayes - Ike's Mood
07 Billy Cobham - Stratus
08 Lewin Bones Lock - Five Man Army Dub
09 John Holt - Man Next Door
10 The Blackbyrds - Rock Creek Park
11 Pieces Of A Dream - It's Time For Love
12 Rufus & Chaka Khan - Any Love",
Massive Attack x Mad Professor,No Protection,70,Genre: Chill / Downbeat /Trip-Hop,https://www.discogs.com/release/9041539-Massive-Attack-V-Mad-Professor-No-Protection,,https://i.discogs.com/M-fcGMceOqD_XlNz8dkeshX-puWUe-u5P317kbZQeMQ/rs:fit/g:sm/q:90/h:592/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTkwNDE1/MzktMTQ3Mzc1ODc1/MC00NjAyLmpwZWc.jpeg,"01 Radiation Ruling The Nation (Protection) (8:35)
02 Bumper Ball Dub (Karmacoma) (5:59)
03 Trinity Dub (Three) (4:22)
04 Cool Monsoon (Weather Storm) (7:10)
05 Eternal Feedback (Sly) (6:26)
06 Moving Dub (Better Things) (5:57)
07 I Spy (Spying Glass) (5:07)
08 Backward Sucking (Heat Miser) (6:16)",
